Influencer_ID,Name,Platform,Followers,Engagement_Rate,Avg_Likes,Avg_Comments,Posts_Per_Month,Category,Location,Collab_Cost,Audience_Age,Audience_Gender,Growth_Rate,Video_Views
INF0475,Gaurav725,YouTube,78036,11.7,8557,31,26,Beauty,Ahmedabad,69415,13-17,Male,1.6,218858
INF0476,Wridesh934,YouTube,64749,4.52,2438,118,13,Lifestyle,Bengaluru,40246,18-24,Mixed,2.09,65797
INF0477,Girik649,YouTube,38743,4.74,1534,399,9,Finance,Delhi,46377,35-44,Male,5.37,44196
INF0478,Gaurika618,YouTube,74658,6.69,4814,32,5,Education,Delhi,74566,13-17,Mixed,7.59,92234
INF0479,Ekalinga243,Instagram,5154,3.94,191,478,13,Food,Hyderabad,5711,18-24,Male,1.25,8323
INF0480,Jonathan913,YouTube,98154,5.41,4185,196,12,Food,Pune,78789,25-34,Female,1.67,125443
INF0481,Aarush654,Instagram,25836,7.55,1609,321,19,Fitness,Vijayawada,29683,35-44,Male,9.56,48943
INF0482,Hritik973,YouTube,35079,7.01,2178,34,29,Lifestyle,Mumbai,20936,35-44,Female,3.19,93101
INF0483,Laban686,Instagram,85628,4.14,3478,207,16,Fitness,Hyderabad,35990,35-44,Male,9.35,238407
INF0484,Zarna225,Instagram,17934,7.72,995,353,27,Education,Vijayawada,9508,18-24,Male,2.03,39910
INF0485,Raagini98,YouTube,85709,5.81,4602,74,9,Fashion,Delhi,70025,13-17,Female,2.08,154745
INF0486,Chaaya631,Instagram,99800,11.59,11353,87,22,Education,Bengaluru,64804,35-44,Mixed,1.21,298645
INF0487,Tripti615,YouTube,19569,6.56,1214,170,25,Tech,Vijayawada,13301,13-17,Mixed,6.32,26457
INF0488,Harsh169,Instagram,87354,8.96,6869,423,23,Gaming,Chennai,84813,18-24,Mixed,1.42,171120
INF0489,Qabil413,YouTube,44213,9.24,3665,444,5,Travel,Mumbai,17939,35-44,Male,1.79,73744
INF0490,Zayan233,Instagram,89023,8.26,6096,131,24,Travel,Vijayawada,31164,35-44,Male,2.77,213186
INF0491,Manan488,YouTube,94474,4.61,4315,492,7,Tech,Pune,82636,13-17,Male,4.29,257522
INF0492,Isaac327,Instagram,63771,3.63,1992,336,14,Tech,Pune,46648,18-24,Male,5.56,142382
INF0493,Hredhaan56,Instagram,91686,6.78,6115,381,14,Education,Delhi,44743,35-44,Male,9.83,223782
INF0494,Warda391,Instagram,82075,11.86,8848,433,12,Fitness,Bengaluru,41786,18-24,Male,6.63,217921
INF0495,Ekiya534,Instagram,45955,11.37,3658,171,25,Lifestyle,Pune,48712,25-34,Female,7.43,135401
INF0496,Arjun884,YouTube,52558,4.33,2252,133,11,Tech,Delhi,54610,35-44,Female,8.02,92061
INF0497,Aachal638,Instagram,67236,8.81,4659,285,5,Lifestyle,Ahmedabad,60400,18-24,Male,6.47,61829
INF0498,Manan239,YouTube,20770,11.46,2152,90,8,Fashion,Kolkata,7845,35-44,Female,9.39,50192
INF0499,Vinaya463,Instagram,96896,10.71,8824,449,30,Tech,Vijayawada,48661,25-34,Male,9.11,239812
INF0500,Anamika175,Instagram,13700,9.08,1078,22,14,Gaming,Hyderabad,15988,35-44,Female,2.12,19395
INF0501,Yash968,YouTube,27697,11.48,3147,70,30,Finance,Pune,23353,13-17,Female,1.34,38407
INF0502,Sudiksha436,Instagram,38648,2.8,962,387,27,Gaming,Hyderabad,16558,13-17,Female,8.41,114177
INF0503,Gaurika221,YouTube,91259,8.12,6892,396,4,Fitness,Vijayawada,72824,13-17,Mixed,4.14,106559
INF0504,Jackson46,YouTube,50387,11.46,4642,290,25,Fashion,Hyderabad,27522,13-17,Male,6.89,97392
INF0505,Joshua56,YouTube,44707,4.73,1960,283,20,Beauty,Kolkata,47278,18-24,Mixed,3.92,90036
INF0506,Arin631,YouTube,49137,8.28,3300,488,4,Beauty,Ahmedabad,56661,13-17,Mixed,0.89,142054
INF0507,Varsha381,YouTube,61527,2.84,1274,159,28,Fitness,Delhi,58290,18-24,Mixed,8.22,97013
INF0508,Irya674,YouTube,90004,6.12,4953,396,22,Education,Delhi,43739,35-44,Mixed,1.68,257923
INF0509,Dayita822,Instagram,74481,2.81,1505,339,26,Tech,Delhi,48539,13-17,Male,0.97,95897
INF0510,Bahadurjit574,Instagram,7145,6.39,421,155,28,Food,Hyderabad,6912,13-17,Female,9.67,15492
INF0511,Ria817,Instagram,33841,9.43,2950,105,22,Gaming,Kolkata,22135,18-24,Mixed,5.72,90166
INF0512,Eesha54,Instagram,84082,7.48,5056,188,25,Food,Bengaluru,35211,13-17,Male,2.38,211593
INF0513,Qasim261,YouTube,32485,11.47,2757,202,21,Finance,Chennai,17407,35-44,Male,3.28,61807
INF0514,Frederick707,Instagram,58097,11.64,6585,72,9,Fashion,Jaipur,48364,18-24,Mixed,2.33,47006
INF0515,Geetika508,YouTube,58958,11.88,6178,120,23,Education,Delhi,40839,18-24,Mixed,0.8,150344
INF0516,Geetika722,YouTube,61860,4.23,2325,200,8,Fashion,Mumbai,67599,18-24,Female,6.46,178036
INF0517,Tanvi456,Instagram,97883,11.14,8340,173,20,Fitness,Pune,95467,25-34,Mixed,3.37,208970
INF0518,Falan439,YouTube,65064,9.19,4959,139,26,Travel,Hyderabad,54708,35-44,Female,4.77,139385
INF0519,Henry926,YouTube,92986,5.6,4886,289,23,Fitness,Jaipur,55764,35-44,Female,8.24,163467
INF0520,Jyoti195,YouTube,91327,11.59,8529,379,29,Food,Vijayawada,69702,35-44,Female,3.81,88732
INF0521,Faraj676,Instagram,58133,11.92,6754,470,27,Tech,Vijayawada,67921,35-44,Male,6.35,60912
INF0522,Charles911,Instagram,91920,11.37,10140,388,6,Education,Vijayawada,108932,25-34,Male,2.48,130267
INF0523,Osha71,Instagram,55368,6.72,3713,391,24,Education,Delhi,19095,35-44,Female,9.11,78522
INF0524,Ekaraj368,YouTube,59439,6.98,3321,345,26,Food,Kolkata,47359,13-17,Male,2.0,82652
INF0525,Ronith862,Instagram,17156,9.41,1200,194,8,Food,Bengaluru,20474,13-17,Mixed,3.29,28903
INF0526,Joshua113,Instagram,78569,11.1,7199,486,28,Education,Bengaluru,54045,13-17,Male,7.83,173802
INF0527,Shravya278,Instagram,58058,3.31,1473,25,18,Travel,Vijayawada,63970,18-24,Mixed,4.3,100565
INF0528,Reyansh324,YouTube,99687,11.79,8998,479,24,Education,Bengaluru,31256,18-24,Mixed,4.66,295415
INF0529,Lekha677,Instagram,24598,7.32,1567,241,13,Fashion,Hyderabad,22045,35-44,Mixed,2.81,28107
INF0530,Eiravati589,Instagram,75720,4.5,2633,123,13,Tech,Bengaluru,55326,18-24,Male,7.33,204840
INF0531,Bachittar137,Instagram,42669,5.48,1862,57,19,Gaming,Ahmedabad,25774,18-24,Male,2.22,91552
INF0532,Ridhi69,Instagram,49619,6.94,2692,137,6,Education,Jaipur,52994,18-24,Mixed,4.68,136602
INF0533,Viraj64,YouTube,99384,9.6,9155,188,19,Gaming,Pune,77000,18-24,Mixed,6.75,211423
INF0534,Hemang262,Instagram,48195,10.53,4657,430,9,Education,Pune,51792,25-34,Mixed,8.44,63361
INF0535,Ganga829,Instagram,22773,7.45,1505,53,4,Finance,Ahmedabad,9890,35-44,Male,5.52,18884
INF0536,Pratyush871,YouTube,88845,3.88,2420,300,10,Beauty,Delhi,72881,18-24,Mixed,2.85,226780
INF0537,Vasudha516,YouTube,68071,10.1,5190,235,11,Lifestyle,Pune,42621,13-17,Female,8.96,138036
INF0538,Vamakshi864,Instagram,95820,10.09,8176,273,28,Finance,Kolkata,79052,25-34,Mixed,4.59,128104
INF0539,Indali759,YouTube,75197,10.93,7548,440,26,Tech,Hyderabad,85910,35-44,Male,5.68,218038
INF0540,Isha545,Instagram,13706,4.92,525,60,13,Lifestyle,Chennai,7677,18-24,Mixed,5.56,33219
INF0541,Teerth478,YouTube,19922,4.48,718,386,6,Fitness,Jaipur,11804,13-17,Female,9.64,21086
INF0542,Devansh453,YouTube,35997,8.36,2412,341,6,Lifestyle,Mumbai,16354,35-44,Female,0.59,40376
INF0543,Prisha10,YouTube,44398,6.52,2688,221,8,Food,Pune,23635,35-44,Female,9.35,51414
INF0544,Samesh329,Instagram,60869,9.15,4945,399,21,Fashion,Mumbai,47290,25-34,Mixed,8.53,118779
INF0545,Avi477,YouTube,45595,7.0,2746,313,24,Tech,Pune,43150,13-17,Male,6.53,99686
INF0546,Kevin803,YouTube,73125,11.61,8059,93,7,Travel,Bengaluru,42805,35-44,Male,5.93,90479
INF0547,Ekansh27,Instagram,54536,3.67,1535,173,7,Lifestyle,Hyderabad,59294,13-17,Female,1.34,151539
INF0548,Jhalak136,Instagram,58131,8.86,4744,172,21,Fitness,Vijayawada,54166,25-34,Female,7.7,50408
INF0549,Triveni188,YouTube,63710,9.52,6047,69,6,Finance,Bengaluru,49932,35-44,Male,1.22,54593
INF0550,Abeer27,Instagram,97628,4.23,3836,217,13,Food,Chennai,40201,18-24,Male,4.9,269169
INF0551,Yashoda182,Instagram,64332,9.45,5568,422,26,Tech,Bengaluru,37851,18-24,Female,1.13,128894
INF0552,Pahal924,YouTube,30618,3.67,899,324,27,Beauty,Pune,33199,25-34,Mixed,6.64,65570
INF0553,Ishita846,YouTube,39253,9.25,3077,471,19,Fitness,Jaipur,25356,25-34,Mixed,9.25,116359
INF0554,Yamini711,Instagram,46102,9.36,4275,315,28,Fitness,Mumbai,30282,35-44,Mixed,3.99,108141
INF0555,Yatan631,YouTube,89189,6.26,5094,308,8,Food,Delhi,43213,25-34,Mixed,6.1,251444
INF0556,Leela385,YouTube,74667,7.09,3964,47,25,Tech,Mumbai,81596,25-34,Female,3.9,168235
INF0557,Chandresh878,Instagram,20844,6.34,1036,340,6,Fashion,Jaipur,17233,18-24,Male,2.98,17594
INF0558,Pranav917,Instagram,50149,4.28,2025,247,4,Education,Jaipur,56341,13-17,Female,9.01,126345
INF0559,Vrinda671,Instagram,88921,2.4,1689,428,14,Beauty,Kolkata,93706,13-17,Male,2.21,202537
INF0560,Chakrika468,YouTube,58409,11.06,5342,192,5,Food,Hyderabad,35544,25-34,Female,1.63,157421
INF0561,Abhiram352,YouTube,94663,8.0,5780,241,23,Gaming,Jaipur,98853,35-44,Female,5.16,84514
INF0562,Vasana114,YouTube,22414,10.67,1953,483,6,Fitness,Ahmedabad,25440,25-34,Male,3.0,57062
INF0563,Saumya981,YouTube,29870,11.4,3054,289,25,Education,Kolkata,31038,18-24,Female,4.09,32006
INF0564,Gabriel555,Instagram,83089,8.3,5970,373,13,Lifestyle,Mumbai,93937,18-24,Mixed,8.75,116896
INF0565,Ryan282,Instagram,51072,10.68,4164,43,5,Tech,Pune,50962,13-17,Male,2.77,48341
INF0566,Yatin755,YouTube,67314,4.68,2977,404,25,Food,Bengaluru,23493,18-24,Male,1.74,67290
INF0567,Falak634,Instagram,30253,2.11,464,261,21,Lifestyle,Kolkata,14128,35-44,Female,4.8,60712
INF0568,Yasti119,YouTube,90880,5.79,4416,467,27,Education,Pune,105558,35-44,Male,8.38,228355
INF0569,Falguni915,YouTube,51004,5.56,2113,74,4,Food,Bengaluru,33304,18-24,Mixed,6.01,52626
INF0570,Aradhana715,Instagram,82516,10.84,6521,179,10,Fitness,Jaipur,63855,35-44,Mixed,0.82,157292
INF0571,Saksham778,YouTube,98055,10.89,8971,261,12,Finance,Kolkata,81513,18-24,Male,6.19,269746
INF0572,Michael946,Instagram,45856,9.65,3980,190,14,Finance,Hyderabad,32041,25-34,Mixed,2.34,77363
INF0573,Raghav292,Instagram,35777,3.05,834,363,17,Tech,Mumbai,11047,13-17,Mixed,6.79,81178
INF0574,Chaaya554,YouTube,81826,11.53,9200,60,26,Tech,Chennai,70405,35-44,Mixed,9.76,190423
INF0575,Ishanvi277,YouTube,48577,5.93,2547,71,26,Food,Delhi,45549,35-44,Female,5.03,128392
INF0576,Indira558,YouTube,18673,3.1,547,238,30,Tech,Vijayawada,15824,35-44,Female,1.64,27350
INF0577,Vidhi791,Instagram,74791,7.95,5778,222,18,Gaming,Vijayawada,85318,18-24,Mixed,1.85,92879
INF0578,Shravya200,Instagram,40739,3.18,1051,188,7,Beauty,Kolkata,32655,13-17,Female,8.92,81716
INF0579,Anvi807,YouTube,91402,8.06,6900,22,20,Gaming,Hyderabad,51230,25-34,Mixed,8.04,204884
INF0580,Wakeeta393,YouTube,95909,11.13,10316,300,10,Travel,Hyderabad,92438,35-44,Female,2.5,211117
INF0581,Indali584,YouTube,95619,7.47,6203,128,17,Fashion,Hyderabad,48696,13-17,Female,8.27,95817
INF0582,Anthony124,YouTube,27606,8.35,1669,453,12,Travel,Mumbai,15958,13-17,Male,8.05,67895
INF0583,Madhav883,Instagram,58416,10.37,5863,70,28,Education,Pune,32664,18-24,Mixed,3.94,82898
INF0584,Nathan924,Instagram,88007,3.32,2421,59,16,Tech,Mumbai,74408,13-17,Mixed,4.72,147374
INF0585,Om329,Instagram,87113,8.52,7221,483,6,Beauty,Jaipur,37050,35-44,Male,4.25,243696
INF0586,Manbir698,Instagram,20020,11.15,2150,225,23,Beauty,Mumbai,18894,35-44,Female,5.52,35335
INF0587,Caleb551,YouTube,19815,3.79,748,415,9,Lifestyle,Bengaluru,22950,18-24,Mixed,2.55,51162
INF0588,Jason536,YouTube,50213,3.78,1887,380,9,Fashion,Vijayawada,40752,18-24,Mixed,8.69,145098
INF0589,Adya476,YouTube,13469,6.08,586,156,13,Gaming,Jaipur,6730,18-24,Mixed,7.39,18094
INF0590,Chakrika249,Instagram,8562,9.5,747,169,20,Food,Ahmedabad,9028,35-44,Male,9.68,13225
INF0591,Isha232,YouTube,59448,4.04,2227,140,11,Education,Chennai,29643,13-17,Male,3.89,107975
INF0592,Gautami711,Instagram,42131,4.06,1298,427,28,Tech,Ahmedabad,50043,13-17,Mixed,8.19,52503
INF0593,Warda22,YouTube,85455,3.24,2724,272,11,Lifestyle,Hyderabad,68859,13-17,Female,7.5,249801
INF0594,Arya921,YouTube,76607,2.41,1400,105,11,Fitness,Kolkata,42357,25-34,Female,9.37,208464
INF0595,Darpan267,Instagram,24340,2.79,625,155,13,Tech,Bengaluru,12973,13-17,Male,0.93,67543
INF0596,Faraj348,Instagram,30712,9.84,2867,416,30,Finance,Mumbai,35922,25-34,Female,5.37,69927
INF0597,Omaja387,YouTube,87272,3.72,2926,326,17,Fashion,Ahmedabad,95307,13-17,Male,4.42,152399
INF0598,Arjun679,YouTube,7763,10.23,637,32,20,Fashion,Jaipur,7808,35-44,Female,4.44,20201
INF0599,Farhan465,Instagram,90256,7.13,6309,445,12,Education,Delhi,49647,18-24,Male,5.22,106636
INF0600,Chakradev623,Instagram,60159,3.83,2136,381,11,Education,Kolkata,56922,18-24,Female,6.2,101655
INF0601,Advaith614,YouTube,60778,2.16,937,36,18,Fitness,Ahmedabad,54249,35-44,Female,7.16,94660
INF0602,Nidhi861,Instagram,5457,10.87,482,143,7,Food,Hyderabad,6441,35-44,Male,2.35,7318
INF0603,Zayyan412,Instagram,69064,9.27,5791,113,15,Lifestyle,Kolkata,68086,25-34,Female,6.49,61334
INF0604,Ekavir714,YouTube,44995,7.83,2599,332,29,Tech,Jaipur,39485,25-34,Male,6.09,80506
INF0605,Omkaar415,YouTube,70170,4.05,2662,429,12,Lifestyle,Chennai,25209,18-24,Mixed,9.43,142277
INF0606,Vrishti985,YouTube,16754,7.51,1190,37,15,Beauty,Vijayawada,15173,35-44,Female,3.04,32965
INF0607,Devika749,Instagram,70446,3.91,2196,55,7,Finance,Hyderabad,65342,13-17,Mixed,4.14,62857
INF0608,Ekani862,Instagram,33666,10.48,2973,223,30,Fashion,Delhi,17138,25-34,Male,8.75,58989
INF0609,Theodore453,Instagram,96240,4.79,3947,110,17,Fashion,Kolkata,59316,13-17,Female,5.64,252225
INF0610,Chatura445,Instagram,47210,4.91,1973,394,29,Fitness,Hyderabad,31659,35-44,Mixed,8.41,90132
INF0611,Onveer65,Instagram,46453,4.52,1628,270,20,Beauty,Delhi,22454,13-17,Male,8.81,43011
INF0612,Hemal645,YouTube,8716,6.03,375,292,19,Fitness,Pune,5013,35-44,Male,5.76,25195
INF0613,Jagat417,Instagram,70905,6.62,3936,244,14,Fitness,Ahmedabad,50647,35-44,Male,9.12,174667
INF0614,Rachita535,YouTube,62993,11.15,5021,30,16,Food,Delhi,60458,25-34,Male,8.25,173348
INF0615,Yashoda384,Instagram,46598,8.73,3595,296,9,Lifestyle,Vijayawada,43070,35-44,Mixed,2.61,49054
INF0616,Guneet11,Instagram,14332,4.1,573,227,10,Travel,Chennai,5754,18-24,Mixed,0.54,21338
INF0617,Pahal67,YouTube,45088,5.37,1983,117,16,Fashion,Jaipur,43409,18-24,Mixed,4.28,70867
INF0618,Vidhi427,Instagram,86315,5.56,4287,172,19,Lifestyle,Chennai,29621,25-34,Male,4.13,243633
INF0619,Gunbir121,Instagram,67163,9.76,5698,83,17,Gaming,Jaipur,56184,18-24,Mixed,2.77,190131
INF0620,Sai130,YouTube,29729,5.23,1268,468,11,Food,Jaipur,15090,35-44,Female,1.05,41772
INF0621,Vasana138,YouTube,41729,7.47,2791,498,23,Fashion,Kolkata,27575,18-24,Mixed,8.11,39962
INF0622,Viraj337,Instagram,45654,3.02,1180,242,5,Fashion,Mumbai,20906,18-24,Male,7.96,124848
INF0623,Ria777,YouTube,61011,11.16,4826,345,22,Finance,Mumbai,48259,25-34,Male,5.25,104597
INF0624,Forum17,YouTube,54488,5.05,2413,460,17,Fashion,Bengaluru,45404,18-24,Male,1.78,50254
INF0625,Raksha154,Instagram,12872,4.8,535,279,5,Tech,Pune,10562,35-44,Female,7.84,26477
INF0626,Isha37,YouTube,65353,9.7,5893,361,21,Beauty,Pune,59106,18-24,Mixed,0.89,56666
INF0627,Faras936,YouTube,99954,2.68,2053,418,15,Tech,Ahmedabad,110703,18-24,Male,3.77,264929
INF0628,Andrew242,YouTube,25216,9.54,1738,313,15,Fitness,Ahmedabad,28448,35-44,Male,1.04,74712
INF0629,Meghana131,Instagram,14277,2.47,281,229,19,Tech,Hyderabad,6104,25-34,Mixed,8.8,17399
INF0630,Xavier579,Instagram,76450,5.4,4030,389,27,Lifestyle,Jaipur,23562,35-44,Mixed,7.29,64982
INF0631,Ekaja426,YouTube,32349,6.31,1940,322,26,Beauty,Vijayawada,19542,18-24,Male,5.15,35004
INF0632,Guneet330,Instagram,35506,7.12,2219,47,27,Education,Jaipur,30917,25-34,Female,4.88,37413
INF0633,Dominic615,YouTube,14896,2.83,340,473,4,Lifestyle,Ahmedabad,9625,13-17,Female,5.16,26581
INF0634,Neel469,Instagram,41828,6.14,2466,482,5,Lifestyle,Vijayawada,20597,13-17,Mixed,5.61,71159
INF0635,Tanmayi918,Instagram,95981,9.96,7616,27,5,Travel,Hyderabad,105794,13-17,Mixed,6.07,212495
INF0636,Udyati149,YouTube,11165,11.76,991,98,12,Gaming,Hyderabad,5593,13-17,Female,2.62,11277
INF0637,Chasmum566,YouTube,15415,2.85,373,344,9,Education,Mumbai,12420,18-24,Male,1.67,12718
INF0638,Manthan895,Instagram,11502,2.31,187,243,22,Fashion,Jaipur,11000,13-17,Female,4.12,30799
INF0639,Jeremiah325,Instagram,21026,6.92,1397,66,13,Gaming,Pune,24390,13-17,Female,9.36,53318
INF0640,Jackson211,YouTube,9508,4.13,325,474,6,Lifestyle,Delhi,9944,18-24,Male,5.16,11510
INF0641,Frado814,YouTube,21490,4.49,892,163,22,Education,Delhi,25727,18-24,Female,5.94,49978
INF0642,Kashish896,Instagram,34638,8.52,2252,210,17,Travel,Pune,14907,35-44,Female,0.53,28794
INF0643,Advik842,Instagram,22736,7.93,1735,381,22,Travel,Bengaluru,7542,25-34,Male,1.63,53240
INF0644,Varsha616,Instagram,76745,3.76,2594,441,20,Beauty,Mumbai,49570,13-17,Mixed,9.18,220699
INF0645,Ria851,YouTube,29841,7.0,1945,226,20,Finance,Delhi,18506,25-34,Male,9.61,51599
INF0646,Utkarsh95,Instagram,34991,9.46,2507,291,30,Gaming,Kolkata,25959,18-24,Female,1.31,35450
INF0647,Robert175,Instagram,46195,11.69,4888,280,7,Tech,Kolkata,24659,18-24,Male,1.28,52573
INF0648,Wriddhish539,YouTube,91826,6.0,4669,274,15,Finance,Kolkata,73129,18-24,Mixed,3.71,112779
INF0649,Ryan183,YouTube,54516,10.79,4328,192,23,Fashion,Pune,18196,25-34,Male,1.5,89450
INF0650,Manya908,Instagram,49322,5.56,2095,145,25,Fashion,Bengaluru,42785,18-24,Mixed,3.93,127358
INF0651,Ekiya642,YouTube,12751,7.12,735,122,23,Fitness,Jaipur,12213,35-44,Female,1.04,24498
INF0652,Qasim236,Instagram,26106,11.67,2372,365,28,Beauty,Ahmedabad,20136,13-17,Mixed,9.03,69765
INF0653,Dipta718,YouTube,93096,2.29,1754,352,24,Travel,Ahmedabad,59911,35-44,Male,4.51,85229
INF0654,Hemal691,YouTube,67471,10.48,5245,476,9,Gaming,Ahmedabad,70286,18-24,Male,7.13,180176
INF0655,Tejas384,Instagram,15752,3.91,483,247,9,Food,Ahmedabad,13737,35-44,Mixed,4.76,22245
INF0656,Vihaan278,Instagram,58792,3.36,1488,174,29,Fashion,Delhi,57070,25-34,Male,3.57,92204
INF0657,Benjamin783,YouTube,19775,10.96,1625,232,25,Tech,Jaipur,11749,18-24,Male,5.49,54617
INF0658,Ekaja266,YouTube,80479,10.9,7689,388,6,Finance,Hyderabad,61575,35-44,Mixed,5.62,68852
INF0659,Barkha422,Instagram,62257,7.8,4246,115,21,Travel,Mumbai,59521,25-34,Female,1.55,79040
INF0660,Lucky766,Instagram,34264,6.96,1733,428,4,Finance,Mumbai,14849,13-17,Female,9.89,42381
INF0661,Lohit150,Instagram,19518,3.03,514,275,30,Food,Bengaluru,17164,13-17,Male,2.35,20381
INF0662,Kevin135,YouTube,35535,5.38,1555,37,19,Food,Kolkata,36183,18-24,Female,8.55,46894
INF0663,Yashoda339,Instagram,96612,4.79,4035,334,18,Fitness,Pune,49070,35-44,Mixed,4.83,107679
INF0664,Baljiwan313,YouTube,52393,9.85,3897,36,19,Lifestyle,Delhi,26301,25-34,Female,3.64,110086
INF0665,Abeer392,YouTube,63756,11.09,6114,177,30,Lifestyle,Vijayawada,61800,13-17,Mixed,0.72,82882
INF0666,Dayita443,Instagram,41100,2.31,745,104,15,Lifestyle,Hyderabad,31236,25-34,Mixed,5.9,121117
INF0667,Timothy35,Instagram,53693,3.05,1418,369,17,Finance,Chennai,22658,18-24,Female,6.73,88842
INF0668,Mitali742,YouTube,11034,3.08,304,206,24,Fitness,Chennai,9952,13-17,Female,8.21,9885
INF0669,Laban905,YouTube,40731,8.37,2481,37,16,Tech,Mumbai,34110,35-44,Mixed,5.61,119670
INF0670,Tanish560,YouTube,83592,5.85,3661,225,4,Education,Delhi,92873,13-17,Mixed,7.11,91615
INF0671,Krishna479,YouTube,7191,4.21,259,95,29,Fashion,Hyderabad,3959,25-34,Male,3.0,16881
INF0672,Devika805,Instagram,61666,9.72,4961,87,9,Finance,Bengaluru,57645,13-17,Female,2.74,154843
INF0673,Neelima863,Instagram,87472,8.75,6032,248,26,Lifestyle,Ahmedabad,42110,35-44,Male,9.29,132354
INF0674,Tarak679,Instagram,78538,4.49,2880,293,29,Finance,Mumbai,30649,25-34,Male,5.42,160758
INF0675,Bakhshi73,YouTube,90245,2.7,1995,229,15,Gaming,Jaipur,88379,35-44,Mixed,7.9,178441
INF0676,Gaurav905,YouTube,60465,11.27,5088,227,23,Travel,Kolkata,25739,18-24,Male,1.69,140838
INF0677,Urmi259,YouTube,84772,7.04,4187,451,14,Fashion,Hyderabad,29980,25-34,Mixed,0.87,241232
INF0678,Aachal124,YouTube,96746,6.89,5688,313,6,Tech,Pune,106085,18-24,Mixed,6.27,168176
INF0679,Urvashi590,Instagram,96502,4.2,2871,416,15,Beauty,Hyderabad,105290,35-44,Mixed,1.24,276414
INF0680,Falguni661,Instagram,36086,5.54,1623,148,8,Education,Bengaluru,29398,18-24,Mixed,7.29,89722
INF0681,Ekantika323,Instagram,11672,2.39,211,420,7,Education,Delhi,9057,25-34,Female,6.78,16779
INF0682,Balhaar493,Instagram,37086,7.62,2693,179,27,Tech,Delhi,15920,25-34,Male,3.06,38144
INF0683,Tejas780,YouTube,76129,6.76,4770,315,23,Education,Pune,39796,18-24,Female,6.26,106918
INF0684,Yashodhara124,Instagram,72988,11.67,6673,464,6,Fashion,Hyderabad,27003,18-24,Male,5.48,203928
INF0685,Ekanta31,YouTube,50655,3.08,1294,144,20,Finance,Kolkata,58820,13-17,Mixed,3.98,86172
INF0686,Naksh70,YouTube,75285,5.01,3575,419,18,Fitness,Jaipur,49873,13-17,Mixed,2.12,107127
INF0687,Bachittar769,YouTube,92171,11.77,10848,147,23,Lifestyle,Vijayawada,89718,35-44,Mixed,9.89,174688
INF0688,Forum897,Instagram,20316,2.92,542,275,16,Beauty,Jaipur,16691,13-17,Mixed,7.77,50779
INF0689,Qasim245,YouTube,80480,6.94,4539,250,29,Tech,Kolkata,36685,18-24,Female,9.55,114672
INF0690,Darika642,YouTube,82643,6.48,4911,288,28,Fashion,Kolkata,52141,35-44,Mixed,3.37,120322
INF0691,Christopher835,YouTube,95263,10.01,8929,145,12,Gaming,Pune,100040,13-17,Male,7.09,133548
INF0692,Pushti999,Instagram,51911,5.14,2430,466,5,Tech,Delhi,20428,13-17,Mixed,3.05,122097
INF0693,Alka244,YouTube,71685,11.7,8070,101,10,Fashion,Bengaluru,43539,13-17,Mixed,4.9,155212
INF0694,Aarini293,YouTube,32252,9.62,2860,200,13,Fitness,Delhi,11523,18-24,Mixed,1.07,55067
INF0695,Samaksh21,Instagram,34084,10.39,2792,268,12,Fashion,Pune,19909,18-24,Male,9.76,51368
INF0696,Devika508,YouTube,45723,10.43,4334,245,11,Travel,Hyderabad,25402,35-44,Female,2.16,71289
INF0697,Hardik98,YouTube,47057,7.12,2517,24,22,Travel,Vijayawada,43162,13-17,Female,4.45,116132
INF0698,Gopal696,Instagram,31120,7.02,1768,404,5,Travel,Ahmedabad,22260,18-24,Female,9.24,64716
INF0699,Maanas401,YouTube,34980,4.43,1336,288,28,Travel,Vijayawada,32565,18-24,Female,7.93,83226
INF0700,Anya887,YouTube,20238,3.0,483,404,15,Fashion,Jaipur,12051,18-24,Male,3.04,39544
INF0701,Urishilla467,Instagram,38952,8.64,3029,319,9,Fitness,Vijayawada,46322,18-24,Male,3.63,46789
INF0702,Pavani451,YouTube,68242,6.16,3653,438,30,Fashion,Jaipur,51936,25-34,Mixed,3.38,104500
INF0703,Vrinda739,YouTube,10673,3.02,271,314,28,Food,Mumbai,7318,25-34,Mixed,2.52,23778
INF0704,Baghyawati287,YouTube,62904,10.88,5384,281,25,Lifestyle,Bengaluru,74421,25-34,Female,4.41,143537
INF0705,Rohan155,Instagram,16977,11.06,1771,68,21,Finance,Bengaluru,8297,18-24,Female,6.63,28414
INF0706,Bakhshi857,YouTube,82076,7.6,4788,461,4,Finance,Kolkata,71511,25-34,Mixed,3.69,244865
INF0707,Tristan166,Instagram,57454,4.87,2387,356,21,Gaming,Bengaluru,32106,13-17,Male,4.05,105273
INF0708,Ayaan342,YouTube,59673,7.07,3551,395,18,Beauty,Jaipur,66305,18-24,Male,7.66,164360
INF0709,Warinder144,YouTube,29731,5.13,1120,114,23,Finance,Ahmedabad,20172,35-44,Male,8.96,25549
INF0710,Saksham410,Instagram,58430,7.41,3221,302,23,Food,Delhi,59466,18-24,Male,4.98,148022
INF0711,Dalbir753,Instagram,6905,8.24,503,499,19,Gaming,Bengaluru,5862,13-17,Male,8.32,12024
INF0712,Yug664,YouTube,71189,11.36,5827,179,21,Tech,Ahmedabad,49240,18-24,Female,2.94,204293
